0,0,803,684
31,63,802,684
28,60,803,684
29,107,770,684
227,61,803,684
241,105,803,684
31,100,802,684
241,105,801,682
29,61,803,684
31,114,444,684
241,100,802,682
214,388,483,682
29,107,483,684
364,426,424,500
93,175,483,682
94,207,803,684
29,107,288,684
227,61,803,207
604,113,803,684
606,207,803,684
167,352,483,682
278,216,391,299
93,175,408,681
278,224,391,299
123,423,180,491
272,63,463,157
285,61,803,207
31,290,245,684
241,105,802,682
606,240,802,682
442,95,801,207
31,290,178,684
769,207,803,684
94,655,770,684
31,294,178,684
230,399,325,468
31,341,178,684
247,426,285,468
31,114,408,684
227,63,590,192
31,175,408,684
338,559,395,602
131,428,180,491
230,395,327,468
272,63,590,150
111,158,275,304
31,176,408,684
111,184,230,304
32,599,95,684
227,113,374,192
32,294,119,561
94,682,770,684
106,602,329,682
272,113,374,157
230,395,325,468
31,341,178,682
31,447,178,682
629,240,802,682
333,352,444,478
140,308,245,427
167,459,483,682
94,682,486,684
214,459,430,615
93,176,408,681
533,95,801,207
629,360,802,682
167,565,483,682
419,682,770,684
132,184,230,277
214,459,483,682
214,459,430,598
214,484,320,575
606,416,802,682
47,158,275,461
167,602,329,681
240,471,300,522
31,431,178,684
42,599,95,684
32,431,105,561
31,431,83,684
140,310,245,427
31,431,83,669
230,399,325,457
31,475,178,682
47,294,119,461
227,114,401,192
284,113,374,155
214,484,305,546
199,565,483,682
214,477,320,575
214,477,305,546
132,158,275,277
629,416,802,682
55,447,178,682
55,447,178,637
629,402,802,682
140,318,245,427
605,110,801,207
333,352,444,447
284,114,401,155
605,110,740,165
333,388,421,478
247,399,325,468
73,539,149,682
253,399,325,468
342,352,444,436
249,528,320,575
123,423,178,483
604,113,802,252
199,602,432,682
257,459,483,682
31,502,149,682
214,477,300,546
635,119,802,252
55,524,149,682
51,341,159,502
55,475,178,637
749,240,801,512
533,95,740,165
604,113,757,177
750,360,801,512
533,95,679,131
750,360,789,437
31,502,67,669
32,431,83,561
32,618,47,673
42,644,72,684
47,362,82,461
48,599,95,684
55,524,108,637
64,465,105,556
79,546,97,590
82,294,119,366
82,475,178,589
92,447,128,503
92,653,108,681
94,682,277,684
95,591,112,621
98,290,141,340
106,655,309,682
111,208,191,304
119,396,128,433
123,423,172,477
129,600,153,662
130,327,154,358
131,433,178,483
132,220,189,277
140,337,245,427
141,428,180,491
150,540,181,596
162,184,230,246
167,649,204,681
176,308,218,346
184,318,235,358
199,602,329,681
207,310,232,345
214,484,294,546
223,158,275,190
227,143,311,192
230,416,265,448
240,471,266,488
247,375,268,396
247,448,268,464
249,477,300,522
249,528,296,554
253,426,285,468
257,459,430,598
260,399,325,457
267,496,305,526
272,63,463,150
272,138,310,157
275,175,312,198
277,395,320,418
277,645,432,682
277,682,486,684
278,261,329,282
282,549,320,575
284,123,357,155
290,68,371,116
293,235,325,259
297,565,483,682
306,426,327,457
310,113,374,139
313,360,329,381
321,590,340,615
327,216,376,260
333,388,379,447
335,291,396,312
339,560,375,579
342,352,413,410
345,114,401,129
363,425,421,478
364,426,422,476
368,397,444,436
382,241,417,264
393,461,424,500
397,572,448,615
402,73,442,99
413,520,449,545
419,682,639,683
432,100,590,113
442,95,551,104
455,159,483,168
460,660,592,681
481,568,507,588
486,682,770,684
533,95,610,111
533,156,566,189
534,488,574,518
562,566,582,591
572,129,601,141
574,417,626,472
604,113,652,136
605,110,679,131
606,503,648,581
611,617,664,681
621,213,734,265
624,262,707,320
635,119,757,177
645,572,688,608
671,127,740,165
671,426,690,457
671,468,720,549
675,612,708,656
691,429,715,466
719,418,769,464
737,159,801,207
741,166,802,252
749,240,801,433
750,399,767,427
751,360,789,437
778,402,801,512
801,209,802,678
