0,0,536,536
0,0,536,510
116,0,536,437
116,0,536,502
0,0,335,510
273,100,536,437
253,100,536,502
0,0,289,324
463,191,536,276
0,0,431,453
42,84,335,510
0,371,536,536
176,84,335,510
18,371,536,536
0,316,536,536
228,337,536,536
0,316,271,536
0,45,330,453
0,0,431,89
116,0,536,176
116,0,536,272
290,100,536,332
260,0,536,272
383,105,536,272
210,0,536,176
0,132,87,324
323,337,536,536
116,0,496,94
116,0,492,203
368,105,536,272
273,158,536,437
272,100,536,438
42,147,253,390
290,100,496,332
0,26,223,89
368,120,536,272
0,428,39,536
42,147,253,362
425,371,536,536
116,0,492,94
253,325,450,502
371,342,450,438
0,0,289,213
371,342,449,438
260,0,536,126
92,147,253,390
400,30,536,111
206,412,272,527
0,404,271,536
172,303,243,366
191,240,330,510
253,325,398,502
176,160,226,221
210,63,536,176
253,325,398,428
228,383,438,536
0,0,431,42
260,0,536,222
116,12,337,94
256,383,438,536
380,250,536,438
176,84,335,313
210,63,401,176
260,0,536,128
200,240,330,453
210,63,366,203
0,45,330,313
368,120,536,221
464,134,536,221
65,0,431,42
438,47,536,110
121,147,226,221
371,351,444,438
380,191,536,437
92,223,243,390
272,100,413,403
310,68,536,222
273,158,406,403
18,387,536,536
73,453,219,536
18,404,246,536
368,120,536,161
18,412,246,536
383,105,536,221
310,68,536,145
271,0,492,33
425,371,536,496
42,171,253,362
210,63,366,175
253,325,283,369
191,370,253,510
257,335,398,428
121,147,212,217
81,404,224,501
288,0,492,33
404,203,480,272
372,385,536,536
172,303,219,366
225,435,272,518
474,371,536,536
106,147,253,390
424,30,536,48
106,147,253,352
92,223,205,390
105,233,205,390
189,162,226,221
0,71,250,213
192,304,243,336
181,225,330,313
310,68,495,145
0,45,322,261
368,120,536,160
0,287,46,323
0,191,311,453
0,316,115,432
121,152,212,217
69,71,322,261
144,457,219,529
425,384,536,496
0,0,289,96
425,385,536,496
290,100,413,332
371,356,450,438
144,488,213,529
404,169,480,272
206,412,268,527
0,316,225,433
0,316,87,360
400,44,536,111
106,147,253,309
69,171,253,284
106,179,253,309
272,100,406,403
474,411,536,536
474,455,536,536
368,120,496,222
383,120,536,156
368,120,447,198
514,371,536,426
0,45,193,192
210,412,253,510
42,191,311,453
116,12,290,94
383,120,536,221
165,12,290,82
383,120,497,145
0,316,92,361
69,171,253,264
73,453,246,536
0,132,99,324
145,160,212,217
0,0,83,30
81,404,271,536
228,387,536,536
78,71,250,213
323,337,410,470
210,63,366,176
191,370,309,453
165,31,218,60
371,356,450,404
332,387,536,536
181,160,335,313
266,114,328,176
321,30,536,128
176,84,285,246
404,169,474,272
371,356,444,438
433,75,536,116
0,75,193,192
379,196,413,332
78,99,185,213
244,0,492,42
159,457,219,521
272,100,400,206
0,0,289,42
0,132,87,195
200,280,311,453
332,405,438,536
0,26,189,41
0,412,107,536
116,24,273,94
0,330,115,432
85,319,225,433
181,225,305,313
372,385,529,496
106,233,205,390
124,298,205,390
148,233,196,272
140,298,205,390
384,378,434,438
202,12,290,82
145,147,181,210
176,84,267,204
476,126,536,161
400,138,496,222
42,191,311,433
127,71,250,156
228,398,352,536
379,196,413,266
424,38,536,60
372,399,467,484
332,387,486,536
424,385,529,496
124,311,205,390
256,383,352,536
137,335,205,390
69,179,253,264
368,120,446,190
192,441,271,536
183,159,322,261
404,203,466,272
216,207,322,261
310,68,449,145
379,228,413,332
106,233,195,309
183,159,285,246
65,0,289,42
390,434,536,536
73,453,196,536
272,114,328,176
244,2,470,42
310,72,449,145
216,207,285,246
256,398,333,536
425,385,529,496
0,132,99,221
106,239,195,309
321,44,536,128
117,260,195,309
69,71,267,237
271,0,431,15
69,152,176,237
446,385,529,496
18,412,107,536
344,387,486,536
453,460,536,536
65,3,241,39
145,327,205,390
85,280,311,433
323,337,410,422
75,26,189,41
349,337,410,395
42,191,176,362
252,160,335,261
200,362,310,453
140,298,193,352
106,239,204,309
106,239,186,282
176,111,267,204
87,99,185,213
122,71,267,204
257,337,398,428
305,383,352,531
257,362,333,428
474,480,536,536
65,3,210,39
32,316,87,360
0,34,223,96
323,337,398,422
213,280,311,387
383,356,450,404
143,253,204,309
371,356,444,404
94,485,196,536
256,398,352,536
0,317,92,361
73,453,173,536
192,441,268,536
122,71,250,174
65,3,241,33
0,154,69,324
0,42,58,96
0,317,87,360
87,152,176,213
0,177,69,324
0,154,38,194
225,435,271,516
0,4,26,19
0,27,76,40
0,34,223,89
0,42,20,81
0,45,58,96
0,94,72,136
0,154,34,186
0,164,38,194
0,296,43,321
0,321,39,348
0,322,49,356
0,337,115,432
0,386,24,413
0,428,36,515
0,434,39,536
18,420,54,448
26,146,62,176
26,412,107,536
32,317,87,360
42,192,176,362
51,316,76,336
58,191,99,221
65,3,210,19
69,11,108,32
69,200,143,237
71,330,92,361
73,0,289,42
73,453,115,514
75,13,119,39
75,30,135,41
78,168,111,192
85,330,225,433
