0,0,375,500
0,0,321,500
159,0,375,500
0,161,249,500
0,162,278,500
102,70,375,500
102,162,278,500
0,0,321,240
0,0,272,201
0,0,268,184
0,0,272,184
0,182,265,500
234,0,375,485
181,70,375,500
133,162,278,500
11,162,278,321
159,215,375,500
181,70,364,500
237,317,375,500
181,70,348,367
0,70,321,240
0,8,272,184
0,295,265,500
0,8,272,142
151,70,321,240
0,48,272,142
0,112,154,184
150,293,223,367
0,0,256,184
159,293,223,367
0,102,205,214
0,0,268,50
159,215,355,367
0,132,154,184
215,222,355,345
65,0,268,50
59,295,265,500
0,102,156,214
0,48,272,122
0,48,256,122
159,215,223,367
218,162,364,500
120,58,193,184
0,161,225,500
137,145,205,201
60,490,249,500
0,0,256,142
158,215,207,279
237,317,364,500
181,75,348,367
248,333,364,500
133,162,278,347
0,182,163,420
133,271,218,347
133,162,278,308
151,75,321,240
240,183,364,500
212,75,321,240
48,182,163,278
108,300,265,500
345,427,375,500
164,271,218,347
0,191,151,420
218,84,316,166
0,348,210,500
233,120,270,160
159,255,223,367
103,0,268,50
188,70,270,167
0,132,154,180
0,348,225,500
274,360,319,421
11,219,142,321
164,271,218,344
191,75,348,367
159,271,223,367
103,0,252,50
0,0,252,53
177,215,207,274
0,102,154,184
212,320,265,500
0,348,210,492
218,84,316,164
59,295,224,393
11,219,134,310
240,183,355,344
188,70,270,160
0,48,256,142
0,8,109,53
151,113,286,235
0,106,116,142
191,75,348,345
0,132,147,184
248,335,364,500
0,161,224,393
0,161,156,214
11,219,224,393
260,390,364,500
0,161,192,278
260,392,364,500
65,0,252,50
245,183,310,222
189,162,278,304
48,182,192,278
188,70,269,160
205,300,265,500
0,58,189,114
215,222,348,345
245,183,355,336
214,75,317,164
302,248,345,331
203,92,269,160
248,333,351,447
248,345,334,447
126,77,195,184
248,348,334,447
141,187,192,277
0,132,147,180
191,75,317,345
191,75,317,235
240,240,348,344
0,60,161,142
196,250,221,300
278,240,348,336
248,335,343,500
260,410,303,500
205,300,248,493
259,333,351,416
203,75,317,158
260,404,304,500
245,183,321,240
151,113,195,183
133,187,202,308
133,240,202,308
248,335,343,438
0,114,113,142
123,140,154,173
248,345,300,438
215,222,301,345
260,426,303,500
225,222,301,293
191,119,317,235
212,145,321,240
212,320,248,493
82,102,152,144
259,335,343,425
97,284,142,321
259,335,343,421
201,180,240,236
260,426,298,500
260,426,293,500
269,404,304,500
240,247,327,344
238,222,301,293
259,335,343,407
278,247,343,336
278,247,327,336
298,333,351,416
205,300,248,386
278,247,325,336
212,145,317,205
248,348,300,438
294,392,364,500
282,394,334,447
248,348,292,426
278,287,343,336
282,394,307,438
36,114,113,140
0,0,67,9
0,9,71,28
0,10,21,30
0,60,161,114
0,106,116,136
0,115,68,142
0,132,147,172
0,142,69,180
0,173,147,184
0,178,117,201
0,247,11,281
0,480,113,500
36,115,56,139
40,142,70,165
42,166,111,173
48,182,162,278
55,114,113,140
60,496,176,500
65,0,103,10
74,278,98,298
76,161,156,214
80,490,249,500
82,102,145,112
89,8,107,49
97,294,142,321
102,284,133,313
103,0,152,14
103,0,250,26
107,16,252,50
108,381,225,494
115,112,152,144
120,58,189,77
123,140,152,166
126,77,193,184
127,153,154,173
133,275,202,308
137,177,188,201
141,240,163,277
142,187,192,251
150,305,189,321
151,138,189,183
158,240,186,279
159,293,216,354
159,399,176,417
160,301,192,318
160,495,230,500
164,271,215,300
175,113,195,158
177,215,202,270
179,347,223,367
181,145,205,200
182,255,207,274
188,70,211,153
191,119,286,235
196,250,214,273
198,253,221,300
201,180,224,229
202,198,240,236
203,92,267,158
203,293,218,344
204,370,219,439
205,300,217,347
212,145,317,176
212,320,248,386
214,75,317,148
215,235,295,345
216,370,232,493
218,112,254,139
218,162,305,205
220,146,269,167
223,73,272,93
223,352,265,500
225,224,284,268
228,0,268,48
233,120,270,146
234,122,269,160
237,317,293,367
238,239,285,273
240,290,312,344
245,183,284,211
251,222,301,293
252,376,266,447
259,335,330,400
260,441,282,500
261,410,272,445
268,141,312,166
269,404,304,462
270,426,293,500
274,366,309,403
277,199,321,240
277,203,310,222
277,375,292,419
278,287,325,336
281,460,298,500
282,398,300,438
288,345,300,390
288,442,303,490
290,247,324,298
292,225,355,336
292,394,307,426
298,240,348,319
301,305,327,336
302,248,345,303
302,360,319,421
304,409,334,447
305,390,331,425
316,105,327,162
319,295,343,331
320,339,343,407
345,427,375,492
357,439,375,500
361,0,375,43
